author,updated_at,like_count,text,public
@07sheppard,2023-08-29T03:28:44Z,1,"I felt like I HAD to come on here and express my in AWWWWW on this movie🙌... I went to the movies to see this when it FIRST came out and at the TIME I felt it was a Good Movie NOT a Great movie... I felt like I had to watch it again to Clearly understand so I patiently waited till it was released on Digital... As soon as it released I didn't hesitate to buy and Now I'M BEING STRAGHT UP WHEN I SAY THIS As Of Aug/28/2023 ""I've Now Seen this AT LEAST 5 TIMES"".... I CAN'T RECALL A TIME THAT IVE watched a Movie THAT MANY TIMES IN ONE MONTH and Honestly after JUST watching it, I'm ALMOST in the mood to watch it again😏... It is THAT GOOD! The Story telling, The Voice acting, Music, Art, Designs, Humor, Just EVERYTHING! Every time I see it, I get that Much more ECITING for ""BEYOND THE SPIDER VERSE"".... I'll say Spider Man ""Into The Verse"" caught A LOT of people such as MYSELF by Surprise and just when you thought that movie want be out done THEY GO & DO ""ACROSS THE SPIDER VERSE"" I am BEYOND out of words just how well done this movie is. I TRULY hope this movie KILLS it at the ACADEMIES🙏",True
@bigbootypatrick,2023-08-28T08:34:34Z,2,This movie is an absolute masterpiece,True
@mi.mihai.ionita,2023-08-27T23:19:36Z,2,"This is art, a masterpiece, really!",True
@decdoesstuff7939,2023-08-27T04:28:53Z,1,I really love how this trailer subtly alludes to the message of this movie.,True
@joachimlokossa7309,2023-08-26T23:16:13Z,0,0:31 soundtrack please ?,True
@qwebitedarth,2023-08-26T07:46:18Z,0,Марвел райз немезита,True
@qwebitedarth,2023-08-26T07:39:53Z,0,Могучий орел подари лего сиражы халактики и комбат 1,True
@qwebitedarth,2023-08-26T07:28:15Z,0,Могучий орёл подари луни тюнз,True
@Lithe_24,2023-08-25T17:23:59Z,0,Lol no one is going to talk about the playstation advertising💀💀💀🤣🥺😂😂,True
@adobolicious23,2023-08-25T13:07:28Z,0,THE MOVIE IS INSANEEEEEEEEEE!!!! <333333333,True
@da1op,2023-08-25T09:30:44Z,0,loved this movie,True
@ejesichidinma9976,2023-08-24T16:19:20Z,0,This trailer didn't even show anything abt what's gonna happen and it's awesome🎉,True
@adamazka5425,2023-08-23T23:30:04Z,0,Why miles Morales suit change in spider man across the spider verse where into the spider verse suit,True
@SpiderVerseDESTINY,2023-08-23T14:03:58Z,3,Miles Morales and Gwen Stacy Relationship !,True
@SpiderVerseDESTINY,2023-08-23T11:36:27Z,2,I see this movie in theaters and that was amazing !,True
@dv6165,2023-08-22T17:24:16Z,6,"With all the buzz around Oppenheimer and Barbie, people seem to forget that actually THIS is the best film of the year.",True
@beanshr,2023-08-21T22:38:38Z,0,"I want to watch it, but the art style/animation is giving me headache and is probably one of the worst looking animated movies I've seen, not to mention super choppy animation... just awful.",True
@StonetheHedgehog,2023-08-20T15:49:07Z,5,"Me: Pulls out some gum.
The entire class: 1:54",True
@ttts3400,2023-08-20T05:30:47Z,0,"Just watched it, didnt saw the trailer before but it just became my fav superhero movie just behind The dark knight, the ending hyped me up like a crazy mf and the scene with Miguel about the canon events was insanely good",True
@MrAwesumo,2023-08-19T19:31:30Z,0,This trailer hits so hard after watching the movie.,True
@bodo635,2023-08-18T12:37:33Z,1,Could anyone please tell me where to find the remixed Miles Morales theme that plays in this teaser? Preferably the whole thing without voiceovers and sound effects. Although Miles' mom's speech is legendary.,True
@Miste1Unknown,2023-08-18T08:02:07Z,1,This is a nice trailer,True
@KnoakLIfe,2023-08-17T18:30:23Z,0,Am i the only one who gets overstimulated bij this animations styl i want to watched it it is very anoying becaus the story for what i can see in the trailer is good the first 10 min are to much to watch for me its so chaotic i had exact the same whit the first movie,True
@arielleo8582,2023-08-16T20:21:32Z,1,"Harry Potter or Spider-Man, take your pick.... Harry Potter is more a fantasy than a superhero, though each individual (Harry Potter and Miles Morales) has a special gift or talent to make themselves courageous!",True
@hsmusic3744,2023-08-16T13:01:53Z,73,"After having seen the movie, it’s crazy how they were able to portray the motivations of each character within Rio’s speech and also show a corresponding scene for that character. Like how when she says “and you won’t let anyone tell you that you don’t belong” and they show Miguel. They did all that and STILL didn’t spoil the movie. Major props.",True
@Mr_Rosario,2023-08-15T09:37:15Z,1,We need more of Pavithra prabhakar ❤🔥,True
@markcharlton12832,2023-08-14T19:45:26Z,1,Why is he a black,True
@vincentmercurio2446,2023-08-14T13:55:38Z,0,Another money making wtf,True
@fchho,2023-08-14T13:10:32Z,2,"Rio Morales, one of the best best animation moms.",True
@dapencilshinobi,2023-08-14T02:49:58Z,0,WAIT WAIT WAIT MILES SMASHING GWEN STACY ?! Is that what I just seen,True
@dapencilshinobi,2023-08-14T02:49:24Z,0,Oh miles banging Gwen Stacy ?!,True
@clx0ud,2023-08-13T22:23:32Z,0,"Every time this and the other movie end, I be so sad bro like they’re so damn good i literally want to live in they’re world bro everyone is so cool there bruh I wish it was real😭",True
@Arthas972,2023-08-13T11:14:29Z,1,2:02 I loved this scene in the movie.  The third one is gonna be a helluva movie,True
